character,jap text,Eng,Esp
menu_label__(L_0ae7d),伊織／青年団侵入,Iori/Youth Group Intrusion,Iori/Intrusión de grupos de jóvenes.
menu_label__(L_0ae89),伊織／終戦交渉,Iori/Negotiations to end the war,Negociaciones para poner fin a la guerra
menu_label__(L_0aec1),伊織／復活,Iori/Resurrection,Iori/Resurgimiento.
menu_label__(L_0aecd),伊織／志津を囮に,Iori/Shizu as bait,Iori/Shizu como cebo.
menu_label__(L_0aed9),伊織／ケーキ屋,Iori/cake shop,Iori/taller de pasteles
menu_label__(L_0ada1),次,next,siguiente
menu_label__(L_0aee5),河原伊織／部下戦闘,Kawahara Iori/subordinate combat,Kawahara Iori/combate subordinado
menu_label__(L_0aef1),河原伊織／ＥＰＬ,Kawahara Iori/EPL,Kawahara Iori/EPL
menu_label__(L_0af69),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0af7f),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0af95),部下イベント,subordinate event,evento subordinado
menu_label__(L_0afab),ビノノン／戦闘会話,Binonon/Combat Conversation,Binonon/Conversaciones de combate.
menu_label__(L_0b12b),宗麟／金足りない,Sourin/Not enough money,Sourin/No hay suficiente dinero.
menu_label__(L_0b137),宗麟／神社に登場,Sourin/appeared at the shrine,Sourin/Apareció en el santuario
menu_label__(L_0b143),宗麟／職探し,Sourin/job search,Sourin/búsqueda de empleo
menu_label__(L_0b14f),宗麟／悪司と出会い,Meet Sourin/Akuji.,Conoce a Sourin/Akuji.
menu_label__(L_0b15b),宗麟／那古入り,Sourin/Nako-iri,Sourin/Nako-iri
menu_label__(L_0b167),宗麟／高山入り,Enter Sourin/Takayama.,Entra en Sourin/Takayama.
menu_label__(L_0b173),宗麟／ＰＭ入り,Sourin w/PM,Sourin c/PM
menu_label__(L_0b17f),部下たね払い,Subordinate Tane payment,Pago subordinado Tane
menu_label__(L_0b195),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0b1ab),部下イベント,subordinate event,evento subordinado
menu_label__(L_0b0a3),次,next,siguiente
menu_label__(L_0b1c7),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0b1d8),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0b1e9),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0b1fa),捕虜スカウト物欲,POW scout greed,Codicia de los exploradores POW
menu_label__(L_0b20b),宗麟／戦闘会話,Sourin/Combat Conversation,Conversaciones de combate.
menu_label__(L_0b217),宗麟／ＥＰＬ,Sourin/EPL,Sourin/EPL
menu_label__(L_0b269),ジョンソン事件１,Johnson Event 1,Evento 1
menu_label__(L_0b275),ジョンソン事件２,Johnson Event 2,Evento 2
menu_label__(L_0b2d7),バーバラ事件１,Barbara Event 1,Barbara Evento 1
menu_label__(L_0b2e3),バーバラ事件２,Barbara Event 2,Barbara Evento 2
menu_label__(L_0b2ef),バーバラ事件３,Barbara Event 3,Barbara Evento 3
menu_label__(L_0b33d),シャロン事件１,Sharon Event 1,Sharon Evento 1
menu_label__(L_0b349),シャロン事件２,Sharon Event 2,Evento 2
menu_label__(L_0b479),たね／幽霊登場１,Tane/Ghost Appearance 1,Tane/Aspecto fantasmal 1
menu_label__(L_0b485),たね／幽霊登場２,Tane/Ghost Appearance 2,Tane/Aspecto fantasmal 2
menu_label__(L_0b491),たね／取り憑き開始,Tane/Possession begins,Tane/Posesión comienza
menu_label__(L_0b49d),たね／部下コマンド,Tane/subordinate command,Tane/comando subordinado.
menu_label__(L_0b4a9),たね／部下コマンド汎用,Tane/subordinate command generic,Tane/comando genérico subordinado
menu_label__(L_0b4b5),たね／ＧＡＭＥＯＶＥＲ,Tane/GAMEOVER,Tane/GAMEOVER
menu_label__(L_0b4c1),たね／探索,Tane/Explore,Tane/Explorar
menu_label__(L_0b4cd),たね／探索ナンコウ,Tane/Exploring Nankow,Tane/Explorando Nankow.
menu_label__(L_0b4d9),たね／死体発見,Tane/Body found,Tane/Cuerpo encontrado.
menu_label__(L_0b4ea),たね／調教,Tane/Training,Tane/Formación.
menu_label__(L_0b4f6),たね／殺の仕業,The work of Tane/Satsu.,Tane/Satsu hizo esto.
menu_label__(L_0b502),佐藤たね／ＥＰＬ,Satou Tane/EPL,Satou Tane/EPL
menu_label__(L_0b584),神尾／フナイ権力者,Kamio/Funai Powers That Be,Kamio/Funai Powerhouse
menu_label__(L_0b590),神尾／ひき逃げ,Kamio/Hit-and-run,Kamio/atropello
menu_label__(L_0b59c),神尾／那古教に入る,Enter Kamio/Nakokyou.,Entra en Kamio/Nakokyou.
menu_label__(L_0b5a8),神尾／高山組に入る,Join the Kamio/Takayama group,Entra en el grupo Kamio/Takayama.
menu_label__(L_0b6b0),日陰／イベント１,Hikage/Event 1,Hikage/Evento 1
menu_label__(L_0b6bc),日陰／イベント２,Hikage/Event 2,Hikage/Evento 2
menu_label__(L_0b6c8),日陰／イベント３,Hikage/Event 3,Hikage/Evento 3
menu_label__(L_0b6d4),日陰／イベント４,Hikage/Event 4,Hikage/Evento 4
menu_label__(L_0b6e0),日陰／イベント５,Hikage/Event 5,Hikage/Evento 5.
menu_label__(L_0b6ec),日陰／秘密動物園,Hikage/Secret Zoo,Hikage/Zoológico secreto.
menu_label__(L_0b6f8),日陰／プレゼント１,Hikage/Present 1,Hikage/Presente 1
menu_label__(L_0b704),日陰／プレゼント２,Hikage/Present 2,Hikage/Presente 2
menu_label__(L_0b710),日陰／秘密動物園２,Hikage/Secret Zoo 2,Hikage/Zoológico secreto 2
menu_label__(L_0b71c),日陰／イベント６,Hikage/Event 6,Hikage/Evento 6.
menu_label__(L_0b9c6),高山／はみ登場,Takayama/Hami appeared,Takayama/Hami apareció
menu_label__(L_0b9d2),高山／市議会,Takayama/City Council,Takayama/Ayuntamiento
menu_label__(L_0b9de),高山／わかめ,Takayama/Wakame,Takayama/Wakame
menu_label__(L_0b9ef),高山／わかめシャブ,Takayama/Wakame Shabu,Takayama/Wakame Shabu
menu_label__(L_0ba00),高山／悪司と戦争,War with Takayama/Akuji.,Takayama/Akuji y la guerra
menu_label__(L_0ba0c),高山／悪司が先制,Takayama/Akuji take the lead.,Takayama/Akuji toman la delantera
menu_label__(L_0ba18),高山／はみイベント１,Takayama/Hami event1,Takayama/Hami Evento 1
menu_label__(L_0ba24),高山／はみイベント２,Takayama/Hami Event 2,Takayama/Hami Evento 2
menu_label__(L_0ba30),高山／はみイベントＸ,Takayama/Hami Event X,Takayama/Hami Evento X
menu_label__(L_0ba3c),高山／部下補充,Takayama/Replenishment of subordinates,Takayama/reemplazo de subordinados
menu_label__(L_0ba48),高山／部下永遠補充,Takayama/Subordinate Forever Replenishment,Takayama/Los subordinados se reponen para siempre
menu_label__(L_0ba54),リクペチ／復活,Rikupechi/Resurrection,Rikupechi/Resurrección
menu_label__(L_0ba60),高山／捕獲,Takayama/capture,Takayama/captura
menu_label__(L_0ba6c),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0ba7d),はみ脅迫１２,Hami threat 12,Hami Intimidación12
menu_label__(L_0ba89),はみ脅迫１３,Hami Threatened 13,Hami Intimidación 13
menu_label__(L_0b898),次,next,siguiente
menu_label__(L_0ba95),高山はみ／売春,Takayama Hami/Prostitution,Takayama Hami/prostitución
menu_label__(L_0baa1),高山／はみ汎用,Takayama/Hami General Purpose,Takayama/Hami Objetivo general
menu_label__(L_0baad),高山／キタハマピンチ,Takayama/Kitahama Pinch,Takayama/Kitahama Pinch.
menu_label__(L_0bab9),高山／キタハマ駄目,Takayama/Kita Hama No.,Takayama/Kita Hama No.
menu_label__(L_0bac5),高山／シキナピンチ,Takayama/Sikina Pinch,Takayama/Sikina Pinch.
menu_label__(L_0bad1),高山／シキナ駄目,Takayama/Sikina No.,Takayama/Sikina No.
menu_label__(L_0badd),高山／わかめ壊滅,Takayama/Wakame destroyed,Takayama/Wakame destruido
menu_label__(L_0bae9),高山／カネシタ支配,Takayama/Kaneshita Domination,Takayama/Kaneshita Dominación.
menu_label__(L_0baf5),高山／ハクア支配,Takayama/Hakua Domination,Takayama/Hakua Domination.
menu_label__(L_0bb01),高山／コフン支配,Takayama/Kohun Domination,Takayama/Dominación de Kofun.
menu_label__(L_0bb0d),はみ＆リクペチ／ＥＰＬ,Hami & Rikupechi/EPL,Hami & Rikupechi/EPL
menu_label__(L_0bb19),高山／戦争前汎用,Takayama/Pre-war general purpose,Takayama/Propósito general de preguerra.
menu_label__(L_0bc0b),部下イベント,subordinate event,evento subordinado
menu_label__(L_0bc1c),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_0bc2d),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0bc3e),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0bc4f),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0bc60),捕虜愛欲,POW,POW
menu_label__(L_0bc7b),捕虜愛欲２,POW Lust 2,POW lust 2.
menu_label__(L_0bc96),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_0bca7),捕虜スカウト愛欲,POW Scout Lust,Lujuria de los exploradores POW
menu_label__(L_0bcc2),捕虜店員,POW shopkeeper,Comerciante POW
menu_label__(L_0bcd3),高山リクペチ／調教,Takayama Rikupechi/Training,Takayama Rikupechi/Formación
menu_label__(L_0bcdf),はみ逃げた,Hami escaped,Hami Escapó.
menu_label__(L_0bdfc),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0be12),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0be28),部下イベント,subordinate event,evento subordinado
menu_label__(L_0be3e),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0be4f),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0be60),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0be71),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_0be82),コンディ＿戦闘,Condi  combat,Condi  combate
menu_label__(L_0be8e),コンディイベントＡ,Condi Event A,Evento A.
menu_label__(L_0be9a),コンディイベントＢ,Condi Event B,Evento B
menu_label__(L_0bea6),コンディイベントＣ,Condi event C,Evento C
menu_label__(L_0beb2),コンディ／ＥＰＬ,Condi/EPL,Condi/EPL
menu_label__(L_0bf14),丹沢志津／調教,Tanzawa Shizu／Formation,Tanzawa Shizu/Formación
menu_label__(L_0bf20),丹沢志津／売春,Tanzawa Shizu/Prostitution,Tanzawa Shizu/prostitución
menu_label__(L_0bf2c),志津／だんご屋,Shizu/Dango-ya,Shizu/Dango-ya
menu_label__(L_0c066),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0c077),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0c088),捕虜愛欲,POW,POW
menu_label__(L_0c099),羽黒／調教,Haguro/Training,Haguro/Formación.
menu_label__(L_0c0a5),羽黒／神社の説明０,Haguro/Shrines theories 0,Teorías de Haguro/Shrines 0
menu_label__(L_0c0b1),羽黒／初登場,Haguro/First appearance,Haguro/Primera aparición.
menu_label__(L_0c0bd),羽黒／始めて,Haguro/Beginning,Haguro/Principio
menu_label__(L_0c0c9),羽黒／２回目,Haguro/2nd,Haguro/2ª vez
menu_label__(L_0c0df),羽黒／汎用１,Haguro/General Purpose1,Haguro/Propósito general 1
menu_label__(L_0c0f5),羽黒／汎用２,Haguro/General Purpose 2,Haguro/Propósito general 2
menu_label__(L_0c101),羽黒／あばれる１,Haguro/Abare1,Haguro/Abare1
menu_label__(L_0c10d),羽黒／あばれる２,Haguro/Abare2,Haguro/Abare2
menu_label__(L_0c119),羽黒／その後,Haguro/afterwards,Haguro/Después.
menu_label__(L_0c125),羽黒／その後汎用,Haguro/then general purpose,Haguro/Subsecuentemente genérico
menu_label__(L_0c136),羽黒／ＥＰＬ,Haguro/EPL,Haguro/EPL
menu_label__(L_0c36a),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0c380),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0c3ad),部下イベント,subordinate event,evento subordinado
menu_label__(L_0c3c3),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0c3d4),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0c3fc),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0c424),捕虜物欲朝顔なし,POW Lust Asagao none,Codicia cautiva Asagao no.
menu_label__(L_0c435),捕虜物欲朝顔つき,With Asagao POW Lust,Deseo cautivo Asagao con
menu_label__(L_0c45d),パンイチイベントＡ,PanichiEvent A,Panichi Evento A
menu_label__(L_0c469),パンイチイベントＢ,PanichiEvent B,Panichi Evento B
menu_label__(L_0c475),パンイチ（毛ガニ汎用）,Panichi (general purpose hairy crab),Panichi (cangrejo peludo de uso general)
menu_label__(L_0c481),パンイチ（毛ガニ汎用）未来,Panichi (general purpose hairy crab)Mirai,Panichi (cangrejo peludo de uso general)Mirai
menu_label__(L_0c4a3),パンイチ（毛ガニその後）,Panichi (after the hairy crab),Panichi (por el cangrejo peludo)
menu_label__(L_0c4af),パンイチイベントＣ,PanichiEvent C,Panichi Evento C
menu_label__(L_0c4bb),パンイチ／毛ガニファイト０,Panichi/Hair Crab Fight 0,Panichi/Pelea de cangrejos 0
menu_label__(L_0c4c7),パンイチ／毛ガニファイト１,Panichi/Hair Crab Fight 1,Panichi/Pelea de cangrejos de pelo 1
menu_label__(L_0c2de),次,next,siguiente
menu_label__(L_0c4d3),パンイチ／毛ガニファイト２,Panichi/Hair crab fight 2,Panichi/Pelea de cangrejos de pelo 2
menu_label__(L_0c4df),パンイチ／毛ガニファイト９,Panichi/Hair Crab Fight 9,Panichi/Pelea de cangrejos de pelo 9
menu_label__(L_0c4eb),パンイチ／ＶＳ朝顔,Panichi/VSAsagao .,Panichi/VSAsagao.
menu_label__(L_0c4f7),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0c528),パンイチ／戦闘会話,Panichi/Combat Conversation,Panichi/Conversaciones de combate.
menu_label__(L_0c886),エデン／作戦会議,Eden/Strategy meeting,Reunión de Eden/Operaciones.
menu_label__(L_0c897),エデン／作戦会議Ａ,Eden/Operations Meeting A,Reunión de Eden/Operaciones A.
menu_label__(L_0c8be),エデン／Ｔ０１,Eden/T01,Eden/T01.
menu_label__(L_0c8ca),エデン／Ｔ０２,Eden/T02,Eden/T02
menu_label__(L_0c8ec),エデン／Ｔ０３,Eden/T03,Eden/T03.
menu_label__(L_0c8f8),エデン／Ｔドア突破,Eden/T-door breakthrough,Eden/avance de la puerta en T.
menu_label__(L_0c904),エデン／Ｔ通信より,Eden/From T Communications,Eden/De la Agencia de Noticias T.
menu_label__(L_0c910),エデン／Ｔ通信施設奪取,Eden/t communication facility takeover,Toma de instalaciones de comunicación Eden/t.
menu_label__(L_0c91c),エデン／Ｔ１階奪取,Eden/T1 floor takeover,Eden/T1 toma de posesión del piso
menu_label__(L_0c928),エデン／Ｔ配電室奪取,Eden/T power distribution room takeover,Recuperación de la sala de distribución Eden/T.
menu_label__(L_0c934),エデン／Ｔ２階奪取,Eden/T2 floor takeover,Toma de posesión del piso Eden/T2
menu_label__(L_0c940),エデン／Ｔ３階奪取,Eden/T3rd floor takeover,Toma de posesión del piso Eden/T3
menu_label__(L_0c94c),エデン／Ｄ０４クリア,Eden/D04 Clear,Eden/D04 Clear.
menu_label__(L_0c958),エデン／Ｄ０８クリア,Eden/D08 Clear,Eden/D08 Clear.
menu_label__(L_0c964),エデン／Ｄ１０スタート,Eden/D10 start,Eden/D10 Inicio.
menu_label__(L_0c970),エデン／Ｄ１２スタート,Eden/D12 start,Inicio de Eden/D12.
menu_label__(L_0c6da),次,next,siguiente
menu_label__(L_0c97c),エデン／Ｄ１３スタート,Eden/D13 start,Eden/D13 Inicio.
menu_label__(L_0c988),エデン／Ｄ１４クリア,Eden/D14 clear,Eden/D14 Clear.
menu_label__(L_0c994),エデン／Ｄ１４クリアＡ,Eden/D14 Clear A,Eden/D14 Claro A.
menu_label__(L_0c9b6),エデン／Ｄ１５狙撃,Eden/D15 sniper,Francotirador Eden/D15.
menu_label__(L_0c9c2),エデン／Ｄ１５スタート,Eden/D15 start,Eden/D15 Inicio.
menu_label__(L_0c9ce),エデン／Ｄ１６スタート悪司,Eden/D16 startAkuji,Eden/D16 startAkuji.
menu_label__(L_0c9da),エデン／Ｄ１６クリア悪司,Eden/D16 clearAkuji,Eden/D16 clearAkuji.
menu_label__(L_0c9e6),エデン／Ｄ１７スタート,Eden/D17 start,Eden/D17 Inicio.
menu_label__(L_0c9f2),エデン／Ｄ１７クリア,Eden/D17 clear,Eden/D17 claro.
menu_label__(L_0c9fe),エデン／Ｄ１８スタート,Eden/D18 start,Eden/D18 Inicio.
menu_label__(L_0ca0a),エンディング／Ａ恋人無し,Ending/A No lover,Final/A No lover.
menu_label__(L_0ca16),エデン／Ｄ０５銃撃,Eden/D05 Shooting,Disparo de Eden/D05.
menu_label__(L_0ca22),エデン／Ｄ１１銃撃,Eden/D11 shooting,Tiro de Eden/D11.
menu_label__(L_0ca2e),エデン／Ｄ１５狙撃,Eden/D15 sniper,Francotirador Eden/D15.
menu_label__(L_0ca3a),エデン／時間切れ,Eden/Time out,Eden/Tiempo muerto.
menu_label__(L_0cac8),湯室／金下温泉征圧,Yumuro/Kinshita Hot Springs Conquest,Yumuro/Conquista de las Termas de Kinshita
menu_label__(L_0cad4),湯室／金下温泉征圧２,Yumuro/Kinshita Hot Springs Conquest 2,Yumuro/Kinshita Hot Springs Conquest 2
menu_label__(L_0cae0),湯室／金下温泉その後,Yumuro/Kinshita Onsen afterwards,Yumuro/Kaneshita Hot Springs Después
menu_label__(L_0caec),湯室／金下温泉その後２,Yumuro/Kinshita Onsen then 2,Yumuro/Kaneshita Hot Springs Afterwards 2
menu_label__(L_0cd04),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0cd1a),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0cd30),部下イベント３,Subordinate Event 3,Evento subordinado 3.
menu_label__(L_0cd4a),部下イベント３０,Subordinate Event 30,Evento subordinado 30.
menu_label__(L_0cd64),部下イベント,subordinate event,evento subordinado
menu_label__(L_0cd7e),部下エッチ愛欲,Subordinate sex lust,Lujuria sexual subordinada
menu_label__(L_0cd93),部下エッチ／パンイチ,Subordinate sex/Panichi.,Sexo subordinado/Panichi.
menu_label__(L_0cda8),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0cdbd),部下プレゼント／パンイチ,Subordinates Present/Panichi.,Subordinados presentes/Panichi.
menu_label__(L_0cdd2),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0cde3),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0cdf4),捕虜愛欲,POW,POW
menu_label__(L_0ce0f),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_0ce20),捕虜スカウト愛欲,POW Scout Lust,Lujuria de los exploradores POW
menu_label__(L_0cc2e),次,next,siguiente
menu_label__(L_0ce3b),朝顔／パンイチの噂,Asagao/Panichi Rumors,El rumor de Asagao/Panichi.
menu_label__(L_0ce47),筒井朝顔／調教,Tsutsui Asagao/Training,Tsutsui Asagao/Formación
menu_label__(L_0ce53),筒井朝顔／売春,Tsutsui Asagao/prostitution,Tsutsui Asagao/prostitución
menu_label__(L_0ce5f),筒井朝顔／イベントＡ,Tsutsui Asagao/Event A,Tsutsui Asagao/Evento A
menu_label__(L_0ce6b),筒井朝顔／パンイチ愛,Tsutsui Asagao／Panichi Love,Tsutsui Asagao／Panichi amor
menu_label__(L_0ce77),筒井朝顔／敵会話,Tsutsui Asagao/Enemy Conversations,Tsutsui Asagao/Conversación con el enemigo
menu_label__(L_0ce83),筒井朝顔／戦闘会話,Tsutsui Asagao/Combat Conversations,Tsutsui Asagao/Conversaciones de combate
menu_label__(L_0ce8f),朝顔パンイチ／ＥＰＬ,AsagaoPanichi/EPL,AsagaoPanichi/EPL
menu_label__(L_0d08b),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0d0a1),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0d0b7),部下イベント,subordinate event,evento subordinado
menu_label__(L_0d0cd),部下エッチ初,Subordinate sex first,El sexo subordinado primero
menu_label__(L_0d0e3),部下エッチ愛欲ＭＡＸ,Subordinate sex lust max.,Lujo sexual subordinado máximo.
menu_label__(L_0d10c),部下エッチ愛欲,Subordinate sex lust,Lujuria sexual subordinada
menu_label__(L_0d135),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0d146),部下ＧＡＬバー行き,Go to subordinate GAL bar,Ir a la barra de GAL subordinada
menu_label__(L_0d157),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0d168),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0d17e),捕虜汎用／拷問,POW General Purpose/Torture,POW propósito general/tortura
menu_label__(L_0cf95),次,next,siguiente
menu_label__(L_0d194),捕虜愛欲,POW,POW
menu_label__(L_0d1aa),捕虜愛欲／拷問,Capture Love Lust/Torture,Lujuria capturada/Tortura
menu_label__(L_0d1c0),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_0d1d6),捕虜物欲／拷問,POW Lust/Torture,Propiedad de prisioneros de guerra/tortura
menu_label__(L_0d1ec),捕虜拷問成功,Successful torture of prisoners of war,Torturar con éxito a los prisioneros de guerra.
menu_label__(L_0d207),捕虜拷問始めて,Prisoner torture begins,Comienza la tortura de prisioneros
menu_label__(L_0d222),捕虜捕虜拷問,POW torture,Tortura de prisioneros de guerra
menu_label__(L_0d23d),野山めぐる／調教,Noyama Meguru/Training,Noyama Meguru/Formación
menu_label__(L_0d249),野山めぐる／初戦闘,Noyama Meguru/First battle,Noyama Meguru/Primera batalla
menu_label__(L_0d255),野山めぐる／戦闘会話,Noyama Meguru/Combat Conversations,Noyama Meguru/Conversaciones de combate
menu_label__(L_0d261),野山めぐる／ＥＰＬ,Noyama Meguru/EPL,Noyama Meguru/EPL
menu_label__(L_0d2d9),わかめ組／カネシタ独立,Wakame group/Kaneshita Independent,Grupo Wakame/Kaneshita Independiente
menu_label__(L_0d2e5),わかめ組／クロモン独立,Wakame group/Chromon independent,Grupo Wakame/Chromon independiente
menu_label__(L_0d2f1),わかめ組／フナイ独立,Wakame group/Funai Independent,Grupo Wakame/Funai Independiente
menu_label__(L_0d4ad),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0d4c3),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0d4d9),部下イベント,subordinate event,evento subordinado
menu_label__(L_0d4ef),部下エッチ１,Subordinate sex 1,Sexo subordinado 1
menu_label__(L_0d505),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_0d51b),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0d52c),部下調教の館行き,Go to the house of training of subordinates,Ir a la Casa de la Formación Subalterna
menu_label__(L_0d53d),部下ＧＡＬバー行き,Go to subordinate GAL bar,Ir a la barra de GAL subordinada
menu_label__(L_0d54e),島本情報／不発弾,ShimamotoInformation/UndocumentedDan Dan,Shimamoto Información/No documentadaDan Dan
menu_label__(L_0d55a),セヤダタラ／不発弾爆発,Seyadatara／UXO explosion,Seyadatara/Explosión UXO
menu_label__(L_0d566),セヤダタラ／発見,Seyadatara/Discovery,Seyadatara/Encontrado en.
menu_label__(L_0d572),セヤダタラ／パワー不足,Seyadatara/Lack of power,Seyadatara/Falta de poder
menu_label__(L_0d57e),セヤダタラ／一発が抱く,Seyadatara/Ippatsu holds,Seyadatara/Ippatsu sostiene
menu_label__(L_0d43d),次,next,siguiente
menu_label__(L_0d58a),セヤダタラ／戦闘会話,Seyadatara/Combat Conversation,Seyadatara/Conversaciones de combate
menu_label__(L_0d596),セヤダタラ／戦闘会話／火星ロボ,Seyadatara/Combat Conversation/Mars Robot,Seyadatara/Conversaciones de combate/Robots de Marte
menu_label__(L_0d5a2),セヤダタラ／ＥＰＬ,Seyadatara/EPL,Seyadatara/EPL
menu_label__(L_0d6ee),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0d704),部下イベント０物,Subordinate event 0 object,Evento subordinado 0 objeto
menu_label__(L_0d72c),部下イベント０愛,Subordinate event 0 love,Evento subordinado 0 amor
menu_label__(L_0d754),部下エッチ１,Subordinate sex 1,Sexo subordinado 1
menu_label__(L_0d777),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_0d79a),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0d7ab),部下調教の館行き,Go to the house of training of subordinates,Ir a la Casa de la Formación Subalterna
menu_label__(L_0d7bc),部下ＧＡＬバー行き,Go to subordinate GAL bar,Ir a la barra de GAL subordinada
menu_label__(L_0d7cd),相馬鱗／調教,Souma Rin/Training,Souma Rin/Training
menu_label__(L_0d7d9),相馬鱗／売春,Souma Rin/prostitution,Souma Rin/prostitution
menu_label__(L_0d7e5),相馬鱗／接触,Souma Rin/Contact,Souma Rin/Contact
menu_label__(L_0d7f1),相馬鱗／来る,Souma Rin/coming,Souma Rin/venir
menu_label__(L_0d7fd),相馬鱗／ＰＭ１,Souma Rin/PM1,Souma Rin/PM1
menu_label__(L_0d809),相馬鱗／ＰＭ２,Souma Rin/PM2,Souma Rin/PM2
menu_label__(L_0d815),相馬鱗／処刑,Souma Rin/Execution,Souma Rin/Execution
cg narrator,ここで、スタッフロール。,Here is the staff roll.,"Aquí, el personal rueda."
cg narrator,ここで、スタッフロール。,Here is the staff roll.,"Aquí, el personal rueda."
menu_label__(L_0da1f),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0da35),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0da4b),部下イベント,subordinate event,evento subordinado
menu_label__(L_0da61),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0da72),ＷＷ／紹介１,WW/Introduction 1,WW/Introducción 1
menu_label__(L_0da7e),ＷＷ／紹介２,WW/Introduction 2,WW/Introducción 2
menu_label__(L_0da8a),ＷＷ／紹介０,WW/Introduction 0,WW/Introducción 0
menu_label__(L_0da96),島本情報／ＷＷ,Shimamoto information/WW,Shimamoto Información/WW
menu_label__(L_0daa2),ＷＷ／チキンラン１,WW/Chicken Run 1,WW/corrida de pollos 1.
menu_label__(L_0daae),ＷＷ／チキンラン２,WW/Chicken Run 2,WW/Chicken Run 2.
menu_label__(L_0daba),ＷＷ／チキンラン３,WW/Chicken Run 3,WW/Chicken Run 3.
menu_label__(L_0dac6),ＷＷ／和樹好き,WW/KazukiLikes,WW/KazukiLikes.
menu_label__(L_0dad2),ＷＷ／プロポーズ,WW/Proposal,WW/Propuesta.
menu_label__(L_0dade),ＷＷ弾／ＥＰＬ,White wolf Dan/EPL,White wolf Dan/EPL
menu_label__(L_0dd9e),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_0ddb4),部下イベント,subordinate event,evento subordinado
menu_label__(L_0ddca),部下エッチ１,Subordinate sex 1,Sexo subordinado 1
menu_label__(L_0dde0),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_0ddf6),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0de07),部下ＧＡＬバー行き,Go to subordinate GAL bar,Ir a la barra de GAL subordinada
menu_label__(L_0de18),アンリ／０１,Henri/01,Henri/01
menu_label__(L_0de24),アンリ／０１Ｚ,Henri/01Z,Henri/01Z
menu_label__(L_0de30),アンリ／０２,Henri/02,Henri/02
menu_label__(L_0de52),アンリ／０３,Henri/03,Henri/03
menu_label__(L_0de5e),アンリ／０４,Henri/04,Henri/04
